0	21	21.0	21.0
1	25	23.0	23.0
2	27	24.333333333333332	24.333333333333332
3	18	22.75	22.75
4	18	21.8	21.8
5	12	20.166666666666668	20.166666666666668
6	24	20.714285714285715	20.714285714285715
7	15	20.0	20.0
8	21	20.11111111111111	20.11111111111111
9	36	21.7	21.7
10	14	21.0	21.0
11	23	21.166666666666668	21.166666666666668
12	14	20.615384615384617	20.615384615384617
13	21	20.642857142857142	20.642857142857142
14	31	21.333333333333332	21.333333333333332
15	92	25.75	25.75
16	17	25.235294117647058	25.235294117647058
17	21	25.0	25.0
18	14	24.42105263157895	24.42105263157895
19	19	24.15	24.15
20	27	24.285714285714285	24.285714285714285
21	24	24.272727272727273	24.272727272727273
22	25	24.304347826086957	24.304347826086957
23	12	23.791666666666668	23.791666666666668
24	21	23.68	23.68
25	29	23.884615384615383	23.884615384615383
26	19	23.703703703703702	23.703703703703702
27	27	23.821428571428573	23.821428571428573
28	19	23.655172413793103	23.655172413793103
29	19	23.5	23.5
30	17	23.29032258064516	23.29032258064516
31	35	23.65625	23.65625
32	17	23.454545454545453	23.454545454545453
33	14	23.176470588235293	23.176470588235293
34	24	23.2	23.2
35	13	22.916666666666668	22.916666666666668
36	11	22.594594594594593	22.594594594594593
37	10	22.263157894736842	22.263157894736842
38	10	21.94871794871795	21.94871794871795
39	28	22.1	22.1
40	13	21.878048780487806	21.878048780487806
41	19	21.80952380952381	21.80952380952381
42	13	21.6046511627907	21.6046511627907
43	17	21.5	21.5
44	14	21.333333333333332	21.333333333333332
45	21	21.32608695652174	21.32608695652174
46	33	21.574468085106382	21.574468085106382
47	8	21.291666666666668	21.291666666666668
48	26	21.387755102040817	21.387755102040817
49	20	21.36	21.36
50	9	21.11764705882353	21.11764705882353
51	12	20.942307692307693	20.942307692307693
52	11	20.754716981132077	20.754716981132077
53	12	20.59259259259259	20.59259259259259
54	9	20.381818181818183	20.381818181818183
55	12	20.232142857142858	20.232142857142858
56	11	20.07017543859649	20.07017543859649
57	12	19.93103448275862	19.93103448275862
58	11	19.779661016949152	19.779661016949152
59	8	19.583333333333332	19.583333333333332
60	14	19.491803278688526	19.491803278688526
61	10	19.338709677419356	19.338709677419356
62	18	19.317460317460316	19.317460317460316
63	11	19.1875	19.1875
64	10	19.046153846153846	19.046153846153846
65	19	19.045454545454547	19.045454545454547
66	29	19.19402985074627	19.19402985074627
67	61	19.808823529411764	19.808823529411764
68	74	20.594202898550726	20.594202898550726
69	79	21.428571428571427	21.428571428571427
70	51	21.845070422535212	21.845070422535212
71	127	23.305555555555557	23.305555555555557
72	54	23.726027397260275	23.726027397260275
73	201	26.12162162162162	26.12162162162162
74	76	26.786666666666665	26.786666666666665
75	69	27.342105263157894	27.342105263157894
76	201	29.5974025974026	29.5974025974026
77	69	30.102564102564102	30.102564102564102
78	72	30.632911392405063	30.632911392405063
79	123	31.7875	31.7875
80	88	32.48148148148148	32.48148148148148
81	115	33.48780487804878	33.48780487804878
82	201	35.506024096385545	35.506024096385545
